美味しいですけど、辛いです。,"It's good, but it's spicy.",1.mp3,img.jpg
ドイツ人ですが、ビールが嫌いです。,"I am German, but I hate beer.",2.mp3,img.jpg
読みました。でも、わかりませんでした。,"I read it. However, I didn't understand it.",3.mp3,img.jpg
読んだ。でもわからなかった。,I read it. But I didn't understand it.,4.mp3,img.jpg
走って行った。しかし、間に合わなかった。,"I ran. However, I didn't make it in time.",5.mp3,img.jpg
わたしの祖父は100才を過ぎていますが、とても元気です。,"My grandfather is over 100 years old, but he is still very fit.",6.mp3,img.jpg
ロンドンは便利ですが、家賃が高いです。,"London is convenient, but the rent is expensive.",7.mp3,img.jpg
弟にクリスマスプレゼントをあげたが、あまり喜ばれなかった。,"I gave my younger brother a Christmas present, but he didn't seem very excited about it.",8.mp3,img.jpg
ここに住む人々はとても貧しい生活をしているが、みんな幸せそうな顔をしている。,"The people of this area are leading a very poor lifestyle, but everyone looks happy nonetheless.",9.mp3,img.jpg
かけ算はもう習いましたが、わり算はまだです。,"I have already learned multiplication, but I haven't learned division yet.",10.mp3,img.jpg
母の職場では、午後は休憩がありますが、午前はありません。,"At my mom's work, they have a break in the afternoon, but they don't have one in the morning.",11.mp3,img.jpg
いつもは5時に起きるけど、今日は8時に起きた。,"I always get up at five, but today I got up at eight.",12.mp3,img.jpg
友達にはカミングアウトしましたが、家族にはまだです。,"I came out to my friends, but I haven't come out to my family yet.",13.mp3,img.jpg
外国人観光客は京都へはよく行きますが、香川へはあまり行きません。,"Foreign tourists often go to Kyoto, but they rarely go to Kagawa.",14.mp3,img.jpg
アクロヨガって何ですか。,What’s Acroyoga?,15.mp3,img.jpg
ペアで行うヨガのことです。,It’s a type of yoga done in pairs.,16.mp3,img.jpg
アクロヨガとは何ですか。,What's Acroyoga?,17.mp3,img.jpg
アクロヨガというのは何ですか。,What is Acroyoga?,18.mp3,img.jpg
最近アクロヨガやってるんだ。,Lately I've been doing Acroyoga.,19.mp3,img.jpg
アクロヨガって？,What's Acroyoga?,20.mp3,img.jpg
アクロヨガって何？,What's Acroyoga?,21.mp3,img.jpg
あの時は大変でしたね。,"That was a difficult time, wasn’t it?",22.mp3,img.jpg
あの時っていつのことですか。,"What time are you referring to? // When is ""that time"" (referring to)?",23.mp3,img.jpg
先週の飲み会のことです。,The drinking party last week.,24.mp3,img.jpg
車を運転するのって、難しいですか。,Is driving a car difficult?,25.mp3,img.jpg
